brand_name,brand_freq,snowdrop_name,address_norm,country,city,website,website_match,target,calculated_weights,split
EliteWorks,2,EliteWorks,9014 Oak Ave,UK,Liverpool,,0.0,not_verified,1.983,TRAIN
Elite Travel,8,Elite Travel,1552 First St,UK,Bristol,,0.0,not_verified,1.604,TRAIN
Intel,12,Intel Official,1670 Hill Rd,USA,Chicago,www.intel.org,0.982,verified,1.431,TRAIN
Toyota,20,Toyota Store,2291 Main St,UK,Bristol,www.toyota.de,0.902,not_verified,1.686,TRAIN
Prime Auto,9,Prime Auto Direct,196 Main St,USA,Los Angeles,,0.0,verified,1.565,TRAIN
Target,13,Target Official,3642 Oak Ave,USA,Chicago,www.target.com,0.9,verified,1.006,TRAIN
Adobe,21,Quality Adobe,3247 Hill Rd,Germany,Hamburg,,0.0,verified,0.894,VALIDATE
EliteZone,2,EliteZone Market,6564 Park Rd,Australia,Perth,www.elitezone.co.uk,0.81,not_verified,1.837,TRAIN
Spotify,18,Spotify,1377 Second Ave,Germany,Frankfurt,www.spotify.net,0.807,verified,1.0,TRAIN
Digital Books,15,Digital Books Market,,UK,Liverpool,www.digitalbooks.org,0.91,verified,1.193,TRAIN
UltraLtd,7,UltraLtd Official,9603 Park Rd,USA,Philadelphia,www.ultraltd.co.uk,0.888,verified,1.055,TRAIN
Global Food,8,Global Food Outlet,1229 Main St,Australia,Sydney,www.globalfood.com,0.968,verified,1.444,TRAIN
Coca-Cola,30,Coca-Cola Store,,USA,Phoenix,,0.0,verified,0.967,TRAIN
HP,15,HP Direct,1057 Oak Ave,Canada,Edmonton,www.hp.de,0.832,verified,1.701,TEST
MaxHub,5,MaxHub Shop,,France,Nice,www.maxhub.com,0.805,not_verified,1.993,TRAIN
Starbucks,20,Starbucks Market,7266 Hill Rd,Canada,Montreal,www.starbucks.fr,0.89,verified,1.085,TEST
PrimeWorks,3,PrimeWorks Official,,Canada,Vancouver,www.primeworks.de,0.847,not_verified,1.56,TRAIN
Oracle,21,Oracle,5433 Main St,France,Lyon,,0.0,verified,0.919,TRAIN
Samsung,27,Samsung Shop,700 First St,Germany,Cologne,www.samsung.co.uk,0.81,verified,0.866,TRAIN
Digital Books,15,Digital Books,830 Oak Ave,France,Paris,www.digitalbooks.org,0.945,verified,1.098,TRAIN
Samsung,27,Samsung Direct,9403 First St,Canada,Vancouver,www.samsung.co.uk,0.822,verified,0.85,TRAIN
Ford,24,Ford,6472 First St,Germany,Frankfurt,www.ford.fr,0.922,verified,1.164,TRAIN
Oracle,21,Oracle Outlet,484 First St,USA,Phoenix,www.oracle.fr,0.856,verified,1.129,TRAIN
McDonald's,18,McDonald's,,USA,Phoenix,www.mcdonalds.com,0.835,verified,1.062,TRAIN
Target,13,Target,6991 Oak Ave,Canada,Montreal,,0.0,not_verified,1.198,TRAIN
UltraLtd,7,UltraLtd Online,5800 Oak Ave,USA,Phoenix,www.ultraltd.com,0.876,not_verified,1.135,VALIDATE
McDonald's,18,McDonald's Online,3067 Park Rd,Canada,Ottawa,www.mcdonalds.net,0.96,verified,1.011,VALIDATE
Samsung,27,Samsung,4586 First St,France,Marseille,www.samsung.net,0.878,verified,1.108,TEST
Nike,31,Nike Direct,2436 Main St,Australia,Perth,www.nike.de,0.95,not_verified,1.164,TRAIN
Prime Food,6,Prime Food Store,,Germany,Frankfurt,www.primefood.fr,0.825,not_verified,1.711,TRAIN
SuperLtd,1,SuperLtd Online,4836 First St,Germany,Munich,,0.0,verified,2.284,TRAIN
Pepsi,34,Pepsi,6751 Second Ave,Canada,Calgary,www.pepsi.com,0.955,verified,0.951,TEST
ProLab,1,ProLab Store,7849 Main St,Australia,Perth,www.prolab.net,0.847,verified,2.545,VALIDATE
Spotify,18,Spotify Shop,1438 Park Rd,France,Paris,www.spotify.fr,0.935,verified,1.553,TRAIN
SmartGroup,3,SmartGroup Shop,6276 Oak Ave,Germany,Berlin,www.smartgroup.net,0.913,verified,1.81,TRAIN
Starbucks,20,Starbucks,6869 Oak Ave,Canada,Toronto,www.starbucks.co.uk,0.986,verified,1.637,TRAIN
H&M,13,Premium H&M,8615 Oak Ave,Germany,Stuttgart,www.h&m.de,0.877,verified,1.516,TRAIN
Sony,19,Sony Outlet,8908 Hill Rd,UK,Bristol,,0.0,verified,1.438,TRAIN
Intel,12,Intel,320 First St,Australia,Melbourne,,0.813,verified,1.302,TRAIN
Smart Games,6,Smart Games Official,5884 First St,Canada,Calgary,www.smartgames.co.uk,0.804,verified,1.032,TRAIN
Nike,31,Nike,8922 Hill Rd,Canada,Ottawa,,0.0,verified,1.182,VALIDATE
Sony,19,Sony,,France,Paris,,0.0,not_verified,1.282,TEST
Elite Fashion,3,Elite Fashion Market,7941 Park Rd,Australia,Brisbane,www.elitefashion.de,0.965,verified,1.679,TEST
PrimeHub,4,PrimeHub,9268 Second Ave,UK,Birmingham,www.primehub.de,0.905,verified,2.448,TRAIN
Max Auto,6,Premium Max Auto,,USA,Houston,www.maxauto.co.uk,0.955,verified,1.611,TRAIN
EliteZone,2,EliteZone Official,5270 First St,Australia,Gold Coast,,0.0,verified,2.481,TRAIN
Nike,31,Nike,,Canada,Toronto,www.nike.net,0.847,verified,1.11,VALIDATE
HP,15,HP,428 Park Rd,France,Lyon,www.hp.net,0.869,verified,1.502,TRAIN
Dell,18,Dell Direct,9784 Oak Ave,Germany,Hamburg,www.dell.fr,0.806,verified,1.117,TEST
Intel,12,Intel Outlet,481 Hill Rd,Canada,Vancouver,www.intel.org,0.992,not_verified,1.734,TRAIN
Nike,31,Nike,,France,Marseille,www.nike.org,0.934,verified,1.05,TRAIN
SmartLtd,2,SmartLtd Store,4603 Main St,UK,Bristol,www.smartltd.de,0.987,not_verified,1.569,TRAIN
Coca-Cola,30,Coca-Cola Market,7729 Second Ave,Australia,Melbourne,www.coca-cola.fr,0.853,verified,0.925,TRAIN
ProLtd,2,ProLtd Official,5857 Hill Rd,Germany,Stuttgart,www.proltd.org,0.922,not_verified,1.856,TRAIN
Nike,31,Nike Shop,9569 Oak Ave,UK,Manchester,www.nike.co.uk,0.936,verified,1.039,TRAIN
Pro Home,5,Pro-Home,2616 Main St,Australia,Melbourne,www.prohome.fr,0.864,not_verified,1.882,TRAIN
BMW,5,BMW,,Canada,Vancouver,www.bmw.org,0.97,verified,1.697,TRAIN
SuperHub,6,SuperHub Official,3952 Park Rd,UK,Manchester,,0.0,verified,1.24,VALIDATE
Microsoft,18,Original Microsoft,8744 Hill Rd,UK,Liverpool,,0.0,verified,1.481,TRAIN
DigitalSystems,3,DigitalSystems Store,917 Hill Rd,Canada,Vancouver,,0.0,not_verified,1.863,TRAIN
Pepsi,34,Pepsi Official,,USA,New York,www.pepsi.com,0.989,verified,0.882,VALIDATE
Starbucks,20,Starbucks,3595 Second Ave,USA,Philadelphia,www.starbucks.de,0.977,verified,1.641,TRAIN
HP,15,Top HP,6364 Park Rd,Australia,Perth,,0.0,verified,1.088,TRAIN
UltraInc,2,UltraInc Outlet,2847 Oak Ave,France,Paris,www.ultrainc.com,0.948,not_verified,1.843,TRAIN
Digital Books,15,Digital Books Outlet,3876 Second Ave,France,Paris,www.digitalbooks.de,0.855,verified,1.02,TRAIN
TechLtd,3,TechLtd Shop,5211 Hill Rd,Germany,Hamburg,www.techltd.de,0.856,not_verified,1.816,TRAIN
DigitalLtd,3,DigitalLtd Market,5879 Second Ave,France,Marseille,www.digitalltd.co.uk,0.993,verified,2.11,TEST
Elite Health,5,Elite Health Shop,,Germany,Frankfurt,www.elitehealth.net,0.802,verified,1.887,TRAIN
Prime Music,6,Prime Music Market,5762 Second Ave,Canada,Calgary,,0.0,verified,1.118,TRAIN
Toyota,20,Original Toyota,9235 Oak Ave,UK,Liverpool,www.toyota.org,0.943,verified,1.072,TRAIN
SmartGroup,3,SmartGroup Direct,9226 Oak Ave,Canada,Calgary,www.smartgroup.com,0.941,not_verified,1.506,TRAIN
SuperInc,2,Quality SuperInc,8065 Second Ave,UK,Liverpool,www.superinc.org,0.925,verified,1.623,TEST
UltraLtd,7,UltraLtd Market,5064 Oak Ave,UK,London,www.ultraltd.de,0.998,verified,1.741,VALIDATE
Puma,15,Puma,8036 Main St,France,Toulouse,www.puma.com,0.862,verified,1.773,TEST
Pepsi,34,Pepsi Outlet,1479 Main St,Germany,Frankfurt,,0.0,verified,1.097,TRAIN
GlobalSolutions,2,Authentic GlobalSolutions,3812 Second Ave,USA,Phoenix,,0.0,not_verified,2.384,TEST
Apple,26,Apple Outlet,3585 Main St,Canada,Calgary,www.apple.com,0.868,verified,1.014,TRAIN
TechGroup,1,TechGroup Store,8626 First St,Australia,Melbourne,www.techgroup.fr,0.816,verified,2.166,TRAIN
Elite Health,5,Top Elite Health,,Germany,Berlin,,0.0,not_verified,1.828,TRAIN
Samsung,27,Samsung Market,12 Park Rd,Australia,Adelaide,www.samsung.de,0.889,verified,1.104,TRAIN
Global Home,4,Global Home Direct,3301 Hill Rd,Germany,Hamburg,www.globalhome.org,0.852,verified,2.452,VALIDATE
Max Books,3,Max Books Store,2138 Park Rd,Australia,Sydney,www.maxbooks.com,0.869,not_verified,2.097,TEST
Global Auto,6,Global Auto Store,2908 Hill Rd,USA,Philadelphia,www.globalauto.org,0.967,not_verified,1.04,VALIDATE
Starbucks,20,Starbucks,5302 Main St,UK,Glasgow,www.starbucks.com,0.987,verified,1.372,TRAIN
Walmart,5,Walmart Outlet,360 Oak Ave,France,Paris,www.walmart.net,0.837,verified,2.244,TRAIN
Amazon,13,Amazon Shop,9612 Market St,Canada,Montreal,,0.0,not_verified,1.339,TRAIN
UniqueShop087,1,UniqueShop087 Shop,,France,Marseille,www.uniqueshop087.co.uk,0.875,verified,2.962,TEST
Coca-Cola,30,Coca-Cola Direct,2321 Hill Rd,UK,Liverpool,www.coca-cola.fr,0.986,verified,0.996,TRAIN
Smart Beauty,6,Smart Beauty Market,1818 Hill Rd,Canada,Vancouver,www.smartbeauty.de,0.812,verified,1.728,VALIDATE
Nike,31,Nike Store,8623 Hill Rd,Canada,Calgary,www.nike.co.uk,0.818,verified,1.105,TRAIN
GlobalSystems,3,Original GlobalSystems,5979 Main St,France,Marseille,www.globalsystems.fr,0.833,not_verified,1.842,VALIDATE
Nike,31,Nike Outlet,6121 Market St,Canada,Vancouver,www.nike.org,0.919,verified,1.139,VALIDATE
SmartLab,3,SmartLab Market,,Germany,Cologne,www.smartlab.fr,0.83,verified,2.294,TEST
UniqueShop005,1,UniqueShop005 Store,,UK,Glasgow,,0.994,not_verified,2.623,TRAIN
ProLtd,2,ProLtd Market,6482 Second Ave,Australia,Brisbane,,0.0,not_verified,2.305,TRAIN
Zara,23,Zara,,Canada,Calgary,www.zara.co.uk,0.889,verified,0.958,TRAIN
Sony,19,Sony Market,,Canada,Calgary,www.sony.co.uk,0.9,verified,1.322,TRAIN
MaxHub,5,MaxHub Shop,,UK,Liverpool,,0.0,not_verified,1.95,TEST
Global Auto,6,Global Auto Online,1656 Park Rd,UK,Liverpool,www.globalauto.co.uk,0.849,not_verified,1.286,TEST
UltraLtd,7,UltraLtd Market,4945 Park Rd,Australia,Melbourne,www.ultraltd.de,0.894,verified,1.149,TRAIN
Microsoft,18,Microsoft,2236 Oak Ave,USA,Philadelphia,www.microsoft.net,0.932,verified,1.437,TRAIN
Toyota,20,Toyota Market,7158 Hill Rd,Canada,Vancouver,www.toyota.fr,0.95,verified,1.234,TRAIN
Ultra Home,8,Ultra Home Official,7983 Market St,France,Toulouse,www.ultrahome.net,0.951,not_verified,1.386,TRAIN
Walmart,5,Walmart,5199 Oak Ave,Germany,Munich,www.walmart.co.uk,0.916,verified,2.467,TEST
DigitalCorp,1,DigitalCorp Online,9208 Market St,UK,Bristol,www.digitalcorp.net,0.981,not_verified,2.957,VALIDATE
Dell,18,Dell Official,5847 Oak Ave,UK,Glasgow,,0.0,verified,1.38,VALIDATE
Target,13,Target,9650 Hill Rd,USA,Los Angeles,www.target.net,0.963,not_verified,1.42,VALIDATE
Adobe,21,Adobe Outlet,,Germany,Cologne,www.adobe.de,0.951,verified,0.901,TRAIN
Target,13,Target,2873 First St,UK,Bristol,www.target.co.uk,0.811,verified,1.099,TRAIN
Dell,18,Dell Store,5027 Market St,France,Nice,www.dell.org,0.801,verified,1.001,TRAIN
McDonald's,18,McDonald's,4826 Oak Ave,Australia,Brisbane,www.mcdonalds.co.uk,0.842,verified,1.782,TRAIN
Target,13,Target,,Germany,Hamburg,,0.0,verified,1.531,TRAIN
GlobalHub,2,GlobalHub Direct,,Canada,Ottawa,www.globalhub.net,0.933,not_verified,2.051,TRAIN
Pepsi,34,Pepsi Store,2912 Market St,France,Paris,www.pepsi.org,0.882,verified,1.091,TRAIN
Digital Books,15,Digital Books,30 Market St,Germany,Berlin,www.digitalbooks.fr,0.88,verified,1.585,TRAIN
PrimeCorp,2,PrimeCorp Store,9386 First St,Australia,Melbourne,,0.0,not_verified,2.475,TRAIN
Smart Home,9,Smart Home Market,9298 Main St,USA,Los Angeles,,0.0,not_verified,1.273,TRAIN
Smart Games,6,Smart Games,2984 Second Ave,Canada,Calgary,www.smartgames.net,0.977,verified,1.055,TRAIN
Ultra Home,8,Ultra Home Official,5214 Hill Rd,Australia,Sydney,www.ultrahome.net,0.979,not_verified,1.096,TRAIN
Dell,18,Quality Dell,3620 Market St,Germany,Stuttgart,www.dell.com,0.982,verified,1.653,TEST
Samsung,27,Samsung Shop,9266 Main St,Canada,Montreal,www.samsung.com,0.863,verified,0.957,TRAIN
Target,13,Target,8130 Oak Ave,Canada,Montreal,www.target.fr,0.938,verified,1.684,TRAIN
Dell,18,Dell Online,5426 Market St,France,Nice,www.dell.com,0.854,verified,1.696,TRAIN
Ford,24,Ford Direct,1275 Oak Ave,Canada,Montreal,www.ford.net,0.838,verified,1.111,TEST
Intel,12,Intel Online,,USA,Houston,www.intel.fr,0.837,not_verified,1.145,TRAIN
Global Fashion,7,Global Fashion Market,5683 Park Rd,USA,Chicago,,0.0,verified,1.132,TRAIN
Samsung,27,Samsung Online,2751 Market St,Australia,Adelaide,www.samsung.co.uk,0.868,verified,1.014,TEST
Digital Music,3,Digital Music Online,1454 Hill Rd,UK,Liverpool,,0.0,not_verified,1.696,TEST
Digital Beauty,10,Digital Beauty Store,5501 First St,France,Nantes,www.digitalbeauty.fr,0.886,verified,1.033,TRAIN
Pepsi,34,Pepsi Shop,187 Park Rd,Australia,Adelaide,www.pepsi.co.uk,0.966,verified,1.024,TRAIN
Prime Auto,9,Prime Auto Direct,3436 Oak Ave,UK,Birmingham,,0.0,not_verified,1.534,TRAIN
Ultra Music,2,Ultra Music Store,1111 Park Rd,Canada,Montreal,www.ultramusic.net,0.824,verified,2.453,TRAIN
Global Auto,6,Global Auto Shop,4206 Hill Rd,Australia,Adelaide,www.globalauto.com,0.947,not_verified,1.744,TRAIN
Smart Home,9,Smart Home Online,1771 Market St,Germany,Stuttgart,www.smarthome.net,0.906,verified,1.207,TRAIN
Walmart,5,Walmart Shop,21 Main St,Germany,Berlin,www.walmart.fr,0.858,verified,2.226,TRAIN
Global Food,8,Global_Food,6324 First St,Germany,Frankfurt,,0.0,verified,1.242,TRAIN
Sony,19,Sony Outlet,6876 Oak Ave,Canada,Calgary,www.sony.co.uk,0.899,verified,1.452,TRAIN
Amazon,13,Authentic Amazon,6784 First St,Australia,Melbourne,www.amazon.co.uk,0.86,verified,1.133,TRAIN
Elite Music,12,Elite Music,6205 Park Rd,UK,Bristol,www.elitemusic.fr,0.919,verified,1.494,TRAIN
Pro Health,8,Pro Health,8947 First St,Canada,Calgary,www.prohealth.de,0.887,not_verified,1.582,VALIDATE
GlobalSystems,3,GlobalSystems Official,1662 Hill Rd,Australia,Adelaide,www.globalsystems.co.uk,0.833,not_verified,2.262,TEST
Super Auto,6,Quality Super Auto,7856 Hill Rd,France,Toulouse,www.superauto.de,0.823,verified,1.154,TRAIN
Nike,31,Nike Online,9471 Market St,USA,New York,www.nike.net,0.909,verified,1.049,TEST
DigitalWorks,5,DigitalWorks Online,3696 Oak Ave,UK,Birmingham,www.digitalworks.co.uk,0.98,verified,1.99,VALIDATE
Coca-Cola,30,Coca-Cola Outlet,7394 Main St,UK,Birmingham,www.coca-cola.de,0.869,verified,0.934,TRAIN
EliteSystems,2,EliteSystems Outlet,548 Park Rd,Canada,Edmonton,www.elitesystems.co.uk,0.947,verified,1.698,TEST
Smart Home,9,Smart Home Market,329 Park Rd,Canada,Edmonton,www.smarthome.de,0.932,not_verified,1.149,TRAIN
Coca-Cola,30,Coca-Cola Direct,4279 Main St,Canada,Ottawa,www.coca-cola.co.uk,0.986,verified,0.974,TRAIN
Zara,23,Zara,1216 Park Rd,Australia,Perth,www.zara.co.uk,0.964,verified,0.975,TRAIN
Adidas,5,Adidas Official,2788 First St,Canada,Calgary,www.adidas.org,0.913,verified,2.058,TRAIN
Toyota,20,Toyota Outlet,2637 Market St,Canada,Edmonton,,0.0,verified,1.746,TRAIN
Starbucks,20,Starbucks Store,1229 Second Ave,France,Nice,www.starbucks.net,0.931,not_verified,1.402,TRAIN
Global Music,6,Global Music,1526 Park Rd,Germany,Cologne,,0.0,verified,1.59,VALIDATE
Netflix,26,Netflix Online,9733 Second Ave,UK,Manchester,www.netflix.net,0.98,verified,0.99,TRAIN
UniqueShop043,1,UniqueShop043,7910 Market St,USA,Los Angeles,www.uniqueshop043.co.uk,0.88,verified,2.921,TEST
Digital Fashion,8,Digital Fashion Outlet,508 First St,Australia,Melbourne,,0.0,verified,1.442,VALIDATE
Mercedes,17,Mercedes Outlet,2704 Second Ave,Australia,Brisbane,,0.0,not_verified,1.388,VALIDATE
UniqueShop032,1,The UniqueShop032,7114 Oak Ave,Australia,Gold Coast,,0.0,verified,2.972,TRAIN
Ford,24,Ford Store,878 Main St,Australia,Sydney,www.ford.de,0.865,verified,1.046,VALIDATE
Pepsi,34,Pepsi,5425 Oak Ave,UK,Manchester,www.pepsi.com,0.802,verified,0.993,VALIDATE
Max Auto,6,Quality Max Auto,3113 First St,Germany,Berlin,www.maxauto.de,0.965,verified,1.06,TRAIN
HP,15,HP,9079 Market St,USA,New York,www.hp.co.uk,0.96,verified,1.67,TRAIN
UniqueShop037,1,UniqueShop037,8850 Park Rd,Germany,Frankfurt,www.uniqueshop037.fr,0.821,verified,2.195,TRAIN
UltraSolutions,3,Original UltraSolutions,4613 Park Rd,USA,New York,www.ultrasolutions.net,0.915,verified,2.269,VALIDATE
Digital Fashion,8,Digital Fashion,,Germany,Frankfurt,www.digitalfashion.fr,0.893,verified,1.461,TRAIN
Pepsi,34,Pepsi Online,3892 Main St,USA,New York,www.pepsi.de,0.824,verified,0.815,TEST
EliteSolutions,3,EliteSolutions,814 First St,Canada,Ottawa,www.elitesolutions.org,0.996,verified,2.334,TEST
EliteSolutions,3,EliteSolutions Outlet,9368 Second Ave,UK,London,www.elitesolutions.co.uk,0.843,verified,1.545,TRAIN
Smart Games,6,Smart Games Outlet,8044 Oak Ave,Australia,Perth,www.smartgames.de,0.813,verified,1.675,TRAIN
Oracle,21,Authentic Oracle,894 Park Rd,Canada,Vancouver,www.oracle.de,0.919,verified,0.969,TRAIN
Amazon,13,Amazon,63 First St,UK,Bristol,www.amazon.org,0.948,verified,1.359,VALIDATE
Smart Home,9,Smart Home Shop,1436 Park Rd,Canada,Calgary,www.smarthome.com,0.806,verified,1.457,TRAIN
Elite Home,4,Elite Home Official,9834 First St,Australia,Melbourne,www.elitehome.com,0.932,verified,1.816,TRAIN
ProInc,3,ProInc Outlet,3272 Main St,UK,Liverpool,www.proinc.de,0.906,verified,1.867,TRAIN
SuperWorks,2,SuperWorks Direct,422 Oak Ave,UK,London,www.superworks.co.uk,0.821,verified,2.267,TRAIN
SmartHub,2,SmartHub Direct,2799 Market St,USA,Philadelphia,www.smarthub.fr,0.835,not_verified,2.47,VALIDATE
UniqueShop092,1,UniqueShop092 Outlet,4782 Main St,Canada,Montreal,www.uniqueshop092.org,0.914,not_verified,2.601,TRAIN
UltraZone,1,UltraZone Official,7759 Hill Rd,Germany,Cologne,,0.0,not_verified,2.285,TRAIN
Digital Beauty,10,Digital Beauty Shop,1893 Park Rd,France,Marseille,www.digitalbeauty.com,0.859,verified,1.365,TRAIN
Nike,31,Nike Outlet,,France,Toulouse,www.nike.de,0.988,verified,1.103,TRAIN
Puma,15,Puma Online,8014 Market St,UK,Bristol,www.puma.co.uk,0.964,verified,1.254,TRAIN
Dell,18,Dell Official,4342 Main St,France,Lyon,,0.0,not_verified,1.045,TRAIN
Digital Travel,12,Digital Travel Official,8915 First St,France,Nice,,0.0,verified,1.73,TRAIN
Starbucks,20,Starbucks,3030 Park Rd,Germany,Stuttgart,www.starbucks.fr,0.997,verified,1.437,VALIDATE
UniqueShop048,1,UniqueShop048 Shop,,Australia,Gold Coast,www.uniqueshop048.com,0.852,verified,2.343,VALIDATE
Nike,31,Original Nike,6250 Park Rd,France,Toulouse,www.nike.net,0.994,verified,1.024,TRAIN
HP,15,Original HP,3057 First St,France,Nantes,www.hp.fr,0.886,verified,1.08,VALIDATE
Coca-Cola,30,Coca-Cola Online,732 Park Rd,Australia,Adelaide,www.coca-cola.fr,0.87,verified,1.185,TEST
Puma,15,Puma,,Canada,Montreal,www.puma.de,0.81,verified,1.483,TEST
Digital Music,3,Digital Music Market,7205 First St,Germany,Frankfurt,www.digitalmusic.org,0.811,verified,2.183,TRAIN
Mercedes,17,Mercedes,4316 Oak Ave,UK,London,www.mercedes.co.uk,0.938,not_verified,1.461,TRAIN
PrimeLtd,1,PrimeLtd Direct,4401 Second Ave,Germany,Hamburg,www.primeltd.de,0.892,verified,2.582,TEST
Spotify,18,Spotify,1010 Oak Ave,Canada,Calgary,,0.0,not_verified,1.325,TRAIN
MaxSystems,1,Original MaxSystems,1585 Main St,Canada,Vancouver,www.maxsystems.com,0.845,not_verified,2.649,TRAIN
Oracle,21,Oracle,5633 Hill Rd,Canada,Toronto,www.oracle.de,0.923,verified,1.049,TRAIN
Mercedes,17,Mercedes Direct,8872 First St,USA,Phoenix,www.mercedes.de,0.851,verified,1.248,TEST
Pro Home,5,Pro Home Online,9663 Oak Ave,UK,Birmingham,www.prohome.com,0.916,verified,2.409,TRAIN
DigitalInc,2,DigitalInc,9071 Main St,Canada,Calgary,,0.0,not_verified,2.176,TEST
Prime Fashion,6,Best Prime Fashion,6343 Hill Rd,France,Paris,,0.0,verified,1.147,TRAIN
Toyota,20,Premium Toyota,,Australia,Perth,www.toyota.net,0.872,verified,1.379,TRAIN
UniqueShop013,1,UniqueShop013 Online,8562 First St,Germany,Hamburg,,0.0,verified,2.617,TRAIN
TechWorks,1,TechWorks Shop,,USA,Houston,www.techworks.co.uk,0.965,verified,2.326,TRAIN
Tech Home,6,Tech_Home,8774 Market St,Canada,Ottawa,www.techhome.fr,0.964,verified,1.118,TRAIN
Elite Home,4,Elite Home Market,7780 Second Ave,UK,London,,0.0,not_verified,1.709,TRAIN
Samsung,27,Samsung Outlet,3861 First St,France,Marseille,www.samsung.fr,0.895,verified,0.881,VALIDATE
Oracle,21,Authentic Oracle,4897 Main St,UK,Glasgow,www.oracle.fr,0.87,verified,0.97,TRAIN
UniqueShop003,1,Best UniqueShop003,6469 Hill Rd,France,Toulouse,www.uniqueshop003.fr,0.873,verified,2.021,TRAIN
Ford,24,Ford Official,569 Second Ave,Germany,Munich,www.ford.com,0.961,verified,0.978,VALIDATE
MaxLab,2,MaxLab Shop,9359 Second Ave,UK,Bristol,www.maxlab.fr,0.866,not_verified,2.385,TRAIN
Digital Travel,12,Digital Travel Market,9364 Market St,Australia,Gold Coast,,0.0,verified,1.431,TRAIN
Apple,26,Apple,2416 Main St,Germany,Cologne,www.apple.fr,0.842,not_verified,0.955,TEST
UniqueShop030,1,UniqueShop030 Online,7358 Oak Ave,UK,Birmingham,www.uniqueshop030.de,0.817,not_verified,2.134,TRAIN
SmartSolutions,1,Quality SmartSolutions,2739 Oak Ave,USA,Houston,www.smartsolutions.de,0.893,not_verified,2.751,TRAIN
MaxHub,5,MaxHub Shop,3158 Oak Ave,Australia,Melbourne,,0.896,not_verified,2.177,TRAIN
Samsung,27,Samsung,700 First St,France,Nice,www.samsung.de,0.968,verified,1.175,VALIDATE
Apple,26,Apple Outlet,1284 Market St,Australia,Gold Coast,www.apple.com,0.844,verified,0.933,VALIDATE
Zara,23,Zara,7134 Oak Ave,Canada,Montreal,www.zara.org,0.876,verified,1.106,TRAIN
GlobalSolutions,2,GlobalSolutions Outlet,2423 Hill Rd,Australia,Gold Coast,www.globalsolutions.de,0.962,not_verified,1.705,VALIDATE
Adobe,21,Adobe Direct,9750 Park Rd,France,Marseille,www.adobe.com,0.965,verified,1.095,TRAIN
Elite Music,12,Elite_Music,,Germany,Munich,www.elitemusic.co.uk,0.877,verified,1.31,TRAIN
Mercedes,17,Mercedes Store,5239 Market St,USA,Los Angeles,www.mercedes.co.uk,0.892,verified,1.244,VALIDATE
SmartLab,3,SmartLab,1098 Main St,UK,Birmingham,,0.0,not_verified,2.143,TRAIN
UniqueShop021,1,UniqueShop021 Direct,6359 Second Ave,USA,Philadelphia,www.uniqueshop021.de,0.861,not_verified,2.977,VALIDATE
Samsung,27,Samsung Store,,Germany,Frankfurt,www.samsung.co.uk,0.987,verified,1.121,TRAIN
Tech Books,4,Tech Books Outlet,6511 Second Ave,Germany,Hamburg,www.techbooks.de,0.824,verified,2.37,VALIDATE
Tech Food,4,The Tech Food,5344 Hill Rd,Australia,Adelaide,www.techfood.fr,0.987,verified,2.448,TRAIN
Apple,26,Apple Official,4526 Second Ave,Germany,Munich,www.apple.org,0.937,verified,0.93,TEST
Pro Home,5,Pro-Home,,Canada,Toronto,www.prohome.co.uk,0.906,not_verified,1.894,VALIDATE
Digital Fashion,8,Digital Fashion,7507 Hill Rd,UK,London,www.digitalfashion.org,0.807,verified,1.356,VALIDATE
GlobalInc,2,Authentic GlobalInc,203 Hill Rd,France,Paris,www.globalinc.org,0.895,not_verified,1.728,TRAIN
Digital Books,15,The Digital Books,9627 Second Ave,UK,London,,0.0,verified,1.24,TRAIN
Toyota,20,Toyota Outlet,6875 Main St,Canada,Montreal,www.toyota.org,0.882,verified,1.134,TEST
Netflix,26,Authentic Netflix,6791 Oak Ave,UK,Bristol,www.netflix.net,0.832,verified,0.96,TRAIN
Prime Music,6,Prime Music Outlet,2429 Second Ave,Germany,Stuttgart,,0.0,verified,1.467,TRAIN
McDonald's,18,McDonald's,9633 Second Ave,USA,Los Angeles,www.mcdonalds.com,0.931,verified,1.121,TEST
DigitalHub,2,DigitalHub Outlet,1642 Main St,USA,Los Angeles,www.digitalhub.fr,0.994,verified,2.165,VALIDATE
UniqueShop094,1,UniqueShop094 Direct,9220 Hill Rd,USA,Houston,www.uniqueshop094.de,0.912,verified,2.701,TRAIN
Pepsi,34,Pepsi Official,,UK,Birmingham,,0.0,verified,1.002,VALIDATE
Ford,24,Ford,,Germany,Hamburg,www.ford.fr,0.943,verified,1.077,TRAIN
Global Music,6,Global Music Outlet,1655 Hill Rd,Germany,Hamburg,www.globalmusic.org,0.814,verified,1.031,TRAIN
Pro Health,8,Pro Health Outlet,4688 Hill Rd,Germany,Stuttgart,www.prohealth.fr,0.884,verified,1.783,TEST
UniqueShop063,1,UniqueShop063,8776 Park Rd,USA,Chicago,www.uniqueshop063.de,0.823,verified,2.502,TRAIN
UniqueShop073,1,UniqueShop073 Store,6733 Park Rd,USA,Los Angeles,www.uniqueshop073.org,0.923,not_verified,2.717,TRAIN
Pro Health,8,Pro Health Market,6276 Market St,USA,Chicago,,0.0,not_verified,1.638,VALIDATE
Global Fashion,7,Best Global Fashion,7956 Second Ave,Germany,Berlin,www.globalfashion.com,0.988,not_verified,1.366,TRAIN
